Batch_ID,Hour,Minutes,Day_Right,Month,Phase_Number_Name_Metric,Phase_Values_in_Seconds,Number_of_Phase,Name_of_Phase,Phase_Values_in_Minutes
47,17.9,40.1,2.0,3.0,Phase_3_Duration_Recirculacion,4000.0,3,Recirculacion,66.66666666666667
48,6.35,38.45,3.0,3.0,Phase_3_Duration_Recirculacion,4210.0,3,Recirculacion,70.16666666666667
49,6.35,38.45,3.0,3.0,Phase_3_Duration_Recirculacion,4210.0,3,Recirculacion,70.16666666666667
50,11.4,7.9,3.0,3.0,Phase_3_Duration_Recirculacion,10935.0,3,Recirculacion,182.25
51,11.4,7.9,3.0,3.0,Phase_3_Duration_Recirculacion,10935.0,3,Recirculacion,182.25
52,13.5,52.6,4.0,3.0,Phase_3_Duration_Recirculacion,17470.0,3,Recirculacion,291.1666666666667
53,20.2,41.8,4.0,3.0,Phase_3_Duration_Recirculacion,4970.0,3,Recirculacion,82.83333333333333
54,7.6,9.6,5.0,3.0,Phase_3_Duration_Recirculacion,3985.0,3,Recirculacion,66.41666666666667
55,4.6,39.5,5.0,3.0,Phase_3_Duration_Recirculacion,40120.0,3,Recirculacion,668.6666666666666
56,8.7,45.3,6.0,3.0,Phase_3_Duration_Recirculacion,14795.0,3,Recirculacion,246.58333333333334
57,13.1,38.4,6.0,3.0,Phase_3_Duration_Recirculacion,3935.0,3,Recirculacion,65.58333333333333
58,10.433333333333334,35.3,6.0,3.0,Phase_3_Duration_Recirculacion,5395.0,3,Recirculacion,89.91666666666667
59,20.5,49.2,6.0,3.0,Phase_3_Duration_Recirculacion,350.0,3,Recirculacion,5.833333333333333
60,13.6,11.3,7.0,3.0,Phase_3_Duration_Recirculacion,5255.0,3,Recirculacion,87.58333333333333
61,12.1,36.95,7.5,3.0,Phase_3_Duration_Recirculacion,17300.0,3,Recirculacion,288.3333333333333
62,12.1,36.95,7.5,3.0,Phase_3_Duration_Recirculacion,17300.0,3,Recirculacion,288.3333333333333
63,11.75,24.1,8.0,3.0,Phase_3_Duration_Recirculacion,11117.5,3,Recirculacion,185.29166666666666
64,11.75,24.1,8.0,3.0,Phase_3_Duration_Recirculacion,11117.5,3,Recirculacion,185.29166666666666
65,18.6,48.1,8.0,3.0,Phase_3_Duration_Recirculacion,4660.0,3,Recirculacion,77.66666666666667
66,8.85,34.6,9.0,3.0,Phase_3_Duration_Recirculacion,4072.5,3,Recirculacion,67.875
67,12.85,23.1,10.0,3.0,Phase_3_Duration_Recirculacion,3210.0,3,Recirculacion,53.5
68,15.95,14.4,9.0,3.0,Phase_3_Duration_Recirculacion,42.5,3,Recirculacion,0.7083333333333334
69,15.95,14.4,9.0,3.0,Phase_3_Duration_Recirculacion,42.5,3,Recirculacion,0.7083333333333334
70,12.85,23.1,10.0,3.0,Phase_3_Duration_Recirculacion,3210.0,3,Recirculacion,53.5
71,16.5,14.4,10.0,3.0,Phase_3_Duration_Recirculacion,5250.0,3,Recirculacion,87.5
72,20.3,46.0,10.0,3.0,Phase_3_Duration_Recirculacion,3645.0,3,Recirculacion,60.75
73,7.5,50.9,11.0,3.0,Phase_3_Duration_Recirculacion,3615.0,3,Recirculacion,60.25
74,4.4,34.0,11.0,3.0,Phase_3_Duration_Recirculacion,3310.0,3,Recirculacion,55.166666666666664
75,7.6,43.4,11.0,3.0,Phase_3_Duration_Recirculacion,6425.0,3,Recirculacion,107.08333333333333
76,11.6,36.2,11.0,3.0,Phase_3_Duration_Recirculacion,5630.0,3,Recirculacion,93.83333333333333
77,14.8,33.7,11.0,3.0,Phase_3_Duration_Recirculacion,2890.0,3,Recirculacion,48.166666666666664
78,17.6,27.0,11.0,3.0,Phase_3_Duration_Recirculacion,9000.0,3,Recirculacion,150.0
79,20.2,45.0,11.0,3.0,Phase_3_Duration_Recirculacion,8030.0,3,Recirculacion,133.83333333333334
80,6.7,48.05,12.0,3.0,Phase_3_Duration_Recirculacion,9075.0,3,Recirculacion,151.25
81,6.7,48.05,12.0,3.0,Phase_3_Duration_Recirculacion,9075.0,3,Recirculacion,151.25
82,13.4,23.4,12.0,3.0,Phase_3_Duration_Recirculacion,2695.0,3,Recirculacion,44.916666666666664
83,15.9,33.5,12.0,3.0,Phase_3_Duration_Recirculacion,4805.0,3,Recirculacion,80.08333333333333
84,19.5,7.2,12.0,3.0,Phase_3_Duration_Recirculacion,3165.0,3,Recirculacion,52.75
85,6.5,31.9,13.0,3.0,Phase_3_Duration_Recirculacion,5750.0,3,Recirculacion,95.83333333333333
86,2.9,37.8,13.0,3.0,Phase_3_Duration_Recirculacion,6160.0,3,Recirculacion,102.66666666666667
87,6.4,14.9,13.0,3.0,Phase_3_Duration_Recirculacion,3520.0,3,Recirculacion,58.666666666666664
88,8.0,40.2,13.0,3.0,Phase_3_Duration_Recirculacion,63385.0,3,Recirculacion,1056.4166666666667
89,4.6,48.9,14.0,3.0,Phase_3_Duration_Recirculacion,6395.0,3,Recirculacion,106.58333333333333
90,8.0,15.8,14.0,3.0,Phase_3_Duration_Recirculacion,4225.0,3,Recirculacion,70.41666666666667
91,17.65,38.5,14.5,3.0,Phase_3_Duration_Recirculacion,36877.5,3,Recirculacion,614.625
92,17.65,38.5,14.5,3.0,Phase_3_Duration_Recirculacion,36877.5,3,Recirculacion,614.625
93,16.0,19.3,16.0,3.0,Phase_3_Duration_Recirculacion,170.0,3,Recirculacion,2.8333333333333335
94,19.75,37.45,16.0,3.0,Phase_3_Duration_Recirculacion,29525.0,3,Recirculacion,492.0833333333333
95,19.75,37.45,16.0,3.0,Phase_3_Duration_Recirculacion,29525.0,3,Recirculacion,492.0833333333333
96,8.4,28.75,18.0,3.0,Phase_3_Duration_Recirculacion,4117.5,3,Recirculacion,68.625
97,7.3,41.4,18.0,3.0,Phase_3_Duration_Recirculacion,1850.0,3,Recirculacion,30.833333333333332
98,8.4,28.75,18.0,3.0,Phase_3_Duration_Recirculacion,4117.5,3,Recirculacion,68.625
99,17.95,37.35,18.0,3.0,Phase_3_Duration_Recirculacion,10390.0,3,Recirculacion,173.16666666666666
100,10.6,40.3,19.0,3.0,Phase_3_Duration_Recirculacion,135.0,3,Recirculacion,2.25
101,6.25,17.25,20.0,3.0,Phase_3_Duration_Recirculacion,10622.5,3,Recirculacion,177.04166666666666
102,6.25,17.25,20.0,3.0,Phase_3_Duration_Recirculacion,10622.5,3,Recirculacion,177.04166666666666
103,16.3,41.45,20.0,3.0,Phase_3_Duration_Recirculacion,60.0,3,Recirculacion,1.0
104,16.3,41.45,20.0,3.0,Phase_3_Duration_Recirculacion,60.0,3,Recirculacion,1.0
105,18.7,28.7,21.0,3.0,Phase_3_Duration_Recirculacion,15.0,3,Recirculacion,0.25
106,10.2,37.7,22.0,3.0,Phase_3_Duration_Recirculacion,1190.0,3,Recirculacion,19.833333333333332
107,4.8,31.4,23.0,3.0,Phase_3_Duration_Recirculacion,10.0,3,Recirculacion,0.16666666666666666
108,8.5,30.25,23.0,3.0,Phase_3_Duration_Recirculacion,11570.0,3,Recirculacion,192.83333333333334
109,7.9,19.1,27.0,3.0,Phase_3_Duration_Recirculacion,1310.0,3,Recirculacion,21.833333333333332
110,8.5,30.25,23.0,3.0,Phase_3_Duration_Recirculacion,11570.0,3,Recirculacion,192.83333333333334
111,18.1,18.2,23.0,3.0,Phase_3_Duration_Recirculacion,10.0,3,Recirculacion,0.16666666666666666
112,20.5,32.0,23.0,3.0,Phase_3_Duration_Recirculacion,2290.0,3,Recirculacion,38.166666666666664
113,5.25,49.45,24.0,3.0,Phase_3_Duration_Recirculacion,1475.0,3,Recirculacion,24.583333333333332
114,5.25,49.45,24.0,3.0,Phase_3_Duration_Recirculacion,1475.0,3,Recirculacion,24.583333333333332
115,6.5,34.4,24.0,3.0,Phase_3_Duration_Recirculacion,5170.0,3,Recirculacion,86.16666666666667
116,13.95,22.05,24.0,3.0,Phase_3_Duration_Recirculacion,2535.0,3,Recirculacion,42.25
117,13.95,22.05,24.0,3.0,Phase_3_Duration_Recirculacion,2535.0,3,Recirculacion,42.25
118,13.5,11.25,24.5,3.0,Phase_3_Duration_Recirculacion,4772.5,3,Recirculacion,79.54166666666667
119,13.5,11.25,24.5,3.0,Phase_3_Duration_Recirculacion,4772.5,3,Recirculacion,79.54166666666667
120,2.4,26.0,25.0,3.0,Phase_3_Duration_Recirculacion,2780.0,3,Recirculacion,46.333333333333336
121,6.1,39.2,25.0,3.0,Phase_3_Duration_Recirculacion,3315.0,3,Recirculacion,55.25
122,10.5,28.4,25.0,3.0,Phase_3_Duration_Recirculacion,13255.0,3,Recirculacion,220.91666666666666
123,17.2,23.6,25.0,3.0,Phase_3_Duration_Recirculacion,3545.0,3,Recirculacion,59.083333333333336
124,7.1,22.0,27.0,3.0,Phase_3_Duration_Recirculacion,245.0,3,Recirculacion,4.083333333333333
125,17.7,10.3,27.0,3.0,Phase_3_Duration_Recirculacion,125.0,3,Recirculacion,2.0833333333333335
126,17.7,10.3,27.0,3.0,Phase_3_Duration_Recirculacion,125.0,3,Recirculacion,2.0833333333333335
127,21.4,22.4,27.0,3.0,Phase_3_Duration_Recirculacion,80.0,3,Recirculacion,1.3333333333333333
128,8.0,20.2,28.0,3.0,Phase_3_Duration_Recirculacion,10.0,3,Recirculacion,0.16666666666666666
129,3.4,30.7,28.0,3.0,Phase_3_Duration_Recirculacion,60.0,3,Recirculacion,1.0
130,5.4,46.5,28.0,3.0,Phase_3_Duration_Recirculacion,65.0,3,Recirculacion,1.0833333333333333
131,7.4,54.0,28.0,3.0,Phase_3_Duration_Recirculacion,75.0,3,Recirculacion,1.25
132,12.4,25.3,28.0,3.0,Phase_3_Duration_Recirculacion,110.0,3,Recirculacion,1.8333333333333333
133,15.4,48.6,28.0,3.0,Phase_3_Duration_Recirculacion,20.0,3,Recirculacion,0.3333333333333333
134,19.0,17.4,28.0,3.0,Phase_3_Duration_Recirculacion,1360.0,3,Recirculacion,22.666666666666668
135,21.4,48.8,28.0,3.0,Phase_3_Duration_Recirculacion,55.0,3,Recirculacion,0.9166666666666666
136,8.4,40.3,29.0,3.0,Phase_3_Duration_Recirculacion,5070.0,3,Recirculacion,84.5
137,13.95,32.2,29.5,3.0,Phase_3_Duration_Recirculacion,102.5,3,Recirculacion,1.7083333333333333
138,13.95,32.2,29.5,3.0,Phase_3_Duration_Recirculacion,102.5,3,Recirculacion,1.7083333333333333
139,7.35,26.35,30.0,3.0,Phase_3_Duration_Recirculacion,92.5,3,Recirculacion,1.5416666666666667
140,7.35,26.35,30.0,3.0,Phase_3_Duration_Recirculacion,92.5,3,Recirculacion,1.5416666666666667
141,18.8,30.3,30.0,3.0,Phase_3_Duration_Recirculacion,20.0,3,Recirculacion,0.3333333333333333
142,18.8,30.3,30.0,3.0,Phase_3_Duration_Recirculacion,20.0,3,Recirculacion,0.3333333333333333
143,7.4,43.2,31.0,3.0,Phase_3_Duration_Recirculacion,3290.0,3,Recirculacion,54.833333333333336
144,7.05,28.75,31.0,3.0,Phase_3_Duration_Recirculacion,1720.0,3,Recirculacion,28.666666666666668
145,7.05,28.75,31.0,3.0,Phase_3_Duration_Recirculacion,1720.0,3,Recirculacion,28.666666666666668
146,13.1,30.2,31.0,3.0,Phase_3_Duration_Recirculacion,310.0,3,Recirculacion,5.166666666666667
0,10.796794871794871,31.316666666666663,12.0,2.0,Phase_0123_Duration_Global,17025.76923076923,0,Global,283.7628205128205
1,10.796794871794871,31.316666666666663,12.0,2.0,Phase_0123_Duration_Global,17025.76923076923,0,Global,283.7628205128205
2,10.796794871794871,31.316666666666663,12.0,2.0,Phase_0123_Duration_Global,17025.76923076923,0,Global,283.7628205128205
3,10.796794871794871,31.316666666666663,12.0,2.0,Phase_0123_Duration_Global,17025.76923076923,0,Global,283.7628205128205
4,10.796794871794871,31.316666666666663,12.0,2.0,Phase_0123_Duration_Global,17025.76923076923,0,Global,283.7628205128205
5,10.796794871794871,31.316666666666663,12.0,2.0,Phase_0123_Duration_Global,17025.76923076923,0,Global,283.7628205128205
6,10.796794871794871,31.316666666666663,12.0,2.0,Phase_0123_Duration_Global,17025.76923076923,0,Global,283.7628205128205
7,10.796794871794871,31.316666666666663,12.0,2.0,Phase_0123_Duration_Global,17025.76923076923,0,Global,283.7628205128205
8,10.796794871794871,31.316666666666663,12.0,2.0,Phase_0123_Duration_Global,17025.76923076923,0,Global,283.7628205128205
9,10.796794871794871,31.316666666666663,12.0,2.0,Phase_0123_Duration_Global,17025.76923076923,0,Global,283.7628205128205
10,10.796794871794871,31.316666666666663,12.0,2.0,Phase_0123_Duration_Global,17025.76923076923,0,Global,283.7628205128205
11,10.796794871794871,31.316666666666663,12.0,2.0,Phase_0123_Duration_Global,17025.76923076923,0,Global,283.7628205128205
12,10.796794871794871,31.316666666666663,12.0,2.0,Phase_0123_Duration_Global,17025.76923076923,0,Global,283.7628205128205
13,12.4,39.05,14.0,2.0,Phase_0123_Duration_Global,21320.0,0,Global,355.3333333333333
14,12.4,39.05,14.0,2.0,Phase_0123_Duration_Global,21320.0,0,Global,355.3333333333333
15,19.9,11.3,15.0,2.0,Phase_0123_Duration_Global,91550.0,0,Global,1525.8333333333333
16,19.2,16.9,16.0,2.0,Phase_0123_Duration_Global,70240.0,0,Global,1170.6666666666667
17,8.85,21.15,17.0,2.0,Phase_0123_Duration_Global,29482.5,0,Global,491.375
18,8.85,21.15,17.0,2.0,Phase_0123_Duration_Global,29482.5,0,Global,491.375
19,13.1,14.2,17.0,2.0,Phase_0123_Duration_Global,11040.0,0,Global,184.0
20,12.3,26.4,17.5,2.0,Phase_0123_Duration_Global,21667.5,0,Global,361.125
21,12.3,26.4,17.5,2.0,Phase_0123_Duration_Global,21667.5,0,Global,361.125
22,3.1,48.7,19.0,2.0,Phase_0123_Duration_Global,229025.0,0,Global,3817.0833333333335
23,4.85,31.55,21.0,2.0,Phase_0123_Duration_Global,16465.0,0,Global,274.4166666666667
24,4.85,31.55,21.0,2.0,Phase_0123_Duration_Global,16465.0,0,Global,274.4166666666667
25,7.2,25.1,21.0,2.0,Phase_0123_Duration_Global,15040.0,0,Global,250.66666666666666
26,15.8,37.45,21.0,2.0,Phase_0123_Duration_Global,23640.0,0,Global,394.0
27,15.8,37.45,21.0,2.0,Phase_0123_Duration_Global,23640.0,0,Global,394.0
28,7.85,39.75,23.0,2.0,Phase_0123_Duration_Global,16462.5,0,Global,274.375
29,7.85,39.75,23.0,2.0,Phase_0123_Duration_Global,16462.5,0,Global,274.375
30,10.4,34.5,23.5,2.0,Phase_0123_Duration_Global,42045.0,0,Global,700.75
31,10.4,34.5,23.5,2.0,Phase_0123_Duration_Global,42045.0,0,Global,700.75
32,15.1,42.15,24.0,2.0,Phase_0123_Duration_Global,10805.0,0,Global,180.08333333333334
33,15.1,42.15,24.0,2.0,Phase_0123_Duration_Global,10805.0,0,Global,180.08333333333334
34,20.1,24.3,24.0,2.0,Phase_0123_Duration_Global,11215.0,0,Global,186.91666666666666
35,10.0,23.4,25.0,2.0,Phase_0123_Duration_Global,26785.0,0,Global,446.4166666666667
36,9.3,29.0,25.0,2.0,Phase_0123_Duration_Global,24665.0,0,Global,411.0833333333333
37,13.25,33.05,26.0,2.0,Phase_0123_Duration_Global,72167.5,0,Global,1202.7916666666667
38,13.25,33.05,26.0,2.0,Phase_0123_Duration_Global,72167.5,0,Global,1202.7916666666667
39,8.4,45.9,28.0,2.0,Phase_0123_Duration_Global,44900.0,0,Global,748.3333333333334
40,19.9,9.2,28.0,2.0,Phase_0123_Duration_Global,22250.0,0,Global,370.8333333333333
41,11.0,34.05,1.0,3.0,Phase_0123_Duration_Global,15422.5,0,Global,257.0416666666667
42,11.0,34.05,1.0,3.0,Phase_0123_Duration_Global,15422.5,0,Global,257.0416666666667
43,5.1,27.3,2.0,3.0,Phase_0123_Duration_Global,40680.0,0,Global,678.0
44,8.45,31.95,2.0,3.0,Phase_0123_Duration_Global,12170.0,0,Global,202.83333333333334
45,8.45,31.95,2.0,3.0,Phase_0123_Duration_Global,12170.0,0,Global,202.83333333333334
46,13.5,28.6,2.0,3.0,Phase_0123_Duration_Global,10635.0,0,Global,177.25
47,17.9,40.1,2.0,3.0,Phase_0123_Duration_Global,17425.0,0,Global,290.4166666666667
48,6.35,38.45,3.0,3.0,Phase_0123_Duration_Global,13140.0,0,Global,219.0
49,6.35,38.45,3.0,3.0,Phase_0123_Duration_Global,13140.0,0,Global,219.0
50,11.4,7.9,3.0,3.0,Phase_0123_Duration_Global,50737.5,0,Global,845.625
51,11.4,7.9,3.0,3.0,Phase_0123_Duration_Global,50737.5,0,Global,845.625
52,13.5,52.6,4.0,3.0,Phase_0123_Duration_Global,17560.0,0,Global,292.6666666666667
53,20.2,41.8,4.0,3.0,Phase_0123_Duration_Global,14750.0,0,Global,245.83333333333334
54,7.6,9.6,5.0,3.0,Phase_0123_Duration_Global,11395.0,0,Global,189.91666666666666
55,4.6,39.5,5.0,3.0,Phase_0123_Duration_Global,49875.0,0,Global,831.25
56,8.7,45.3,6.0,3.0,Phase_0123_Duration_Global,25235.0,0,Global,420.5833333333333
57,13.1,38.4,6.0,3.0,Phase_0123_Duration_Global,6527.5,0,Global,108.79166666666667
58,10.433333333333334,35.3,6.0,3.0,Phase_0123_Duration_Global,9208.333333333334,0,Global,153.47222222222223
59,20.5,49.2,6.0,3.0,Phase_0123_Duration_Global,18965.0,0,Global,316.0833333333333
60,13.6,11.3,7.0,3.0,Phase_0123_Duration_Global,15535.0,0,Global,258.9166666666667
61,12.1,36.95,7.5,3.0,Phase_0123_Duration_Global,24490.0,0,Global,408.1666666666667
62,12.1,36.95,7.5,3.0,Phase_0123_Duration_Global,24490.0,0,Global,408.1666666666667
63,11.75,24.1,8.0,3.0,Phase_0123_Duration_Global,16560.0,0,Global,276.0
64,11.75,24.1,8.0,3.0,Phase_0123_Duration_Global,16560.0,0,Global,276.0
65,18.6,48.1,8.0,3.0,Phase_0123_Duration_Global,11810.0,0,Global,196.83333333333334
66,8.85,34.6,9.0,3.0,Phase_0123_Duration_Global,21467.5,0,Global,357.7916666666667
67,12.85,23.1,10.0,3.0,Phase_0123_Duration_Global,12615.0,0,Global,210.25
68,15.95,14.4,9.0,3.0,Phase_0123_Duration_Global,2070.0,0,Global,34.5
69,15.95,14.4,9.0,3.0,Phase_0123_Duration_Global,2070.0,0,Global,34.5
70,12.85,23.1,10.0,3.0,Phase_0123_Duration_Global,12615.0,0,Global,210.25
71,16.5,14.4,10.0,3.0,Phase_0123_Duration_Global,10935.0,0,Global,182.25
72,20.3,46.0,10.0,3.0,Phase_0123_Duration_Global,15750.0,0,Global,262.5
73,7.5,50.9,11.0,3.0,Phase_0123_Duration_Global,14260.0,0,Global,237.66666666666666
74,4.4,34.0,11.0,3.0,Phase_0123_Duration_Global,12980.0,0,Global,216.33333333333334
75,7.6,43.4,11.0,3.0,Phase_0123_Duration_Global,14150.0,0,Global,235.83333333333334
76,11.6,36.2,11.0,3.0,Phase_0123_Duration_Global,13050.0,0,Global,217.5
77,14.8,33.7,11.0,3.0,Phase_0123_Duration_Global,8070.0,0,Global,134.5
78,17.6,27.0,11.0,3.0,Phase_0123_Duration_Global,15360.0,0,Global,256.0
79,20.2,45.0,11.0,3.0,Phase_0123_Duration_Global,15290.0,0,Global,254.83333333333334
80,6.7,48.05,12.0,3.0,Phase_0123_Duration_Global,15715.0,0,Global,261.9166666666667
81,6.7,48.05,12.0,3.0,Phase_0123_Duration_Global,15715.0,0,Global,261.9166666666667
82,13.4,23.4,12.0,3.0,Phase_0123_Duration_Global,11440.0,0,Global,190.66666666666666
83,15.9,33.5,12.0,3.0,Phase_0123_Duration_Global,10485.0,0,Global,174.75
84,19.5,7.2,12.0,3.0,Phase_0123_Duration_Global,10215.0,0,Global,170.25
85,6.5,31.9,13.0,3.0,Phase_0123_Duration_Global,19275.0,0,Global,321.25
86,2.9,37.8,13.0,3.0,Phase_0123_Duration_Global,10850.0,0,Global,180.83333333333334
87,6.4,14.9,13.0,3.0,Phase_0123_Duration_Global,8845.0,0,Global,147.41666666666666
88,8.0,40.2,13.0,3.0,Phase_0123_Duration_Global,70040.0,0,Global,1167.3333333333333
89,4.6,48.9,14.0,3.0,Phase_0123_Duration_Global,13765.0,0,Global,229.41666666666666
90,8.0,15.8,14.0,3.0,Phase_0123_Duration_Global,4320.0,0,Global,72.0
91,17.65,38.5,14.5,3.0,Phase_0123_Duration_Global,57365.0,0,Global,956.0833333333334
92,17.65,38.5,14.5,3.0,Phase_0123_Duration_Global,57365.0,0,Global,956.0833333333334
93,16.0,19.3,16.0,3.0,Phase_0123_Duration_Global,48740.0,0,Global,812.3333333333334
94,19.75,37.45,16.0,3.0,Phase_0123_Duration_Global,46790.0,0,Global,779.8333333333334
95,19.75,37.45,16.0,3.0,Phase_0123_Duration_Global,46790.0,0,Global,779.8333333333334
96,8.4,28.75,18.0,3.0,Phase_0123_Duration_Global,23362.5,0,Global,389.375
97,7.3,41.4,18.0,3.0,Phase_0123_Duration_Global,13505.0,0,Global,225.08333333333334
98,8.4,28.75,18.0,3.0,Phase_0123_Duration_Global,23362.5,0,Global,389.375
99,17.95,37.35,18.0,3.0,Phase_0123_Duration_Global,16672.5,0,Global,277.875
100,10.6,40.3,19.0,3.0,Phase_0123_Duration_Global,15060.0,0,Global,251.0
101,6.25,17.25,20.0,3.0,Phase_0123_Duration_Global,35512.5,0,Global,591.875
102,6.25,17.25,20.0,3.0,Phase_0123_Duration_Global,35512.5,0,Global,591.875
103,16.3,41.45,20.0,3.0,Phase_0123_Duration_Global,47130.0,0,Global,785.5
104,16.3,41.45,20.0,3.0,Phase_0123_Duration_Global,47130.0,0,Global,785.5
105,18.7,28.7,21.0,3.0,Phase_0123_Duration_Global,38225.0,0,Global,637.0833333333334
106,10.2,37.7,22.0,3.0,Phase_0123_Duration_Global,27310.0,0,Global,455.1666666666667
107,4.8,31.4,23.0,3.0,Phase_0123_Duration_Global,45680.0,0,Global,761.3333333333334
108,8.5,30.25,23.0,3.0,Phase_0123_Duration_Global,21272.5,0,Global,354.5416666666667
109,7.9,19.1,27.0,3.0,Phase_0123_Duration_Global,115375.0,0,Global,1922.9166666666667
110,8.5,30.25,23.0,3.0,Phase_0123_Duration_Global,21272.5,0,Global,354.5416666666667
111,18.1,18.2,23.0,3.0,Phase_0123_Duration_Global,9755.0,0,Global,162.58333333333334
112,20.5,32.0,23.0,3.0,Phase_0123_Duration_Global,10975.0,0,Global,182.91666666666666
113,5.25,49.45,24.0,3.0,Phase_0123_Duration_Global,12235.0,0,Global,203.91666666666666
114,5.25,49.45,24.0,3.0,Phase_0123_Duration_Global,12235.0,0,Global,203.91666666666666
115,6.5,34.4,24.0,3.0,Phase_0123_Duration_Global,11155.0,0,Global,185.91666666666666
116,13.95,22.05,24.0,3.0,Phase_0123_Duration_Global,13262.5,0,Global,221.04166666666666
117,13.95,22.05,24.0,3.0,Phase_0123_Duration_Global,13262.5,0,Global,221.04166666666666
118,13.5,11.25,24.5,3.0,Phase_0123_Duration_Global,12032.5,0,Global,200.54166666666666
119,13.5,11.25,24.5,3.0,Phase_0123_Duration_Global,12032.5,0,Global,200.54166666666666
120,2.4,26.0,25.0,3.0,Phase_0123_Duration_Global,7725.0,0,Global,128.75
121,6.1,39.2,25.0,3.0,Phase_0123_Duration_Global,16945.0,0,Global,282.4166666666667
122,10.5,28.4,25.0,3.0,Phase_0123_Duration_Global,22510.0,0,Global,375.1666666666667
123,17.2,23.6,25.0,3.0,Phase_0123_Duration_Global,15785.0,0,Global,263.0833333333333
124,7.1,22.0,27.0,3.0,Phase_0123_Duration_Global,8665.0,0,Global,144.41666666666666
125,17.7,10.3,27.0,3.0,Phase_0123_Duration_Global,16295.0,0,Global,271.5833333333333
126,17.7,10.3,27.0,3.0,Phase_0123_Duration_Global,16295.0,0,Global,271.5833333333333
127,21.4,22.4,27.0,3.0,Phase_0123_Duration_Global,8585.0,0,Global,143.08333333333334
128,8.0,20.2,28.0,3.0,Phase_0123_Duration_Global,13340.0,0,Global,222.33333333333334
129,3.4,30.7,28.0,3.0,Phase_0123_Duration_Global,8005.0,0,Global,133.41666666666666
130,5.4,46.5,28.0,3.0,Phase_0123_Duration_Global,7950.0,0,Global,132.5
131,7.4,54.0,28.0,3.0,Phase_0123_Duration_Global,7300.0,0,Global,121.66666666666667
132,12.4,25.3,28.0,3.0,Phase_0123_Duration_Global,18820.0,0,Global,313.6666666666667
133,15.4,48.6,28.0,3.0,Phase_0123_Duration_Global,8925.0,0,Global,148.75
134,19.0,17.4,28.0,3.0,Phase_0123_Duration_Global,12940.0,0,Global,215.66666666666666
135,21.4,48.8,28.0,3.0,Phase_0123_Duration_Global,8140.0,0,Global,135.66666666666666
136,8.4,40.3,29.0,3.0,Phase_0123_Duration_Global,18440.0,0,Global,307.3333333333333
137,13.95,32.2,29.5,3.0,Phase_0123_Duration_Global,12717.5,0,Global,211.95833333333334
138,13.95,32.2,29.5,3.0,Phase_0123_Duration_Global,12717.5,0,Global,211.95833333333334
139,7.35,26.35,30.0,3.0,Phase_0123_Duration_Global,12545.0,0,Global,209.08333333333334
140,7.35,26.35,30.0,3.0,Phase_0123_Duration_Global,12545.0,0,Global,209.08333333333334
141,18.8,30.3,30.0,3.0,Phase_0123_Duration_Global,18467.5,0,Global,307.7916666666667
142,18.8,30.3,30.0,3.0,Phase_0123_Duration_Global,18467.5,0,Global,307.7916666666667
143,7.4,43.2,31.0,3.0,Phase_0123_Duration_Global,14945.0,0,Global,249.08333333333334
144,7.05,28.75,31.0,3.0,Phase_0123_Duration_Global,13777.5,0,Global,229.625
145,7.05,28.75,31.0,3.0,Phase_0123_Duration_Global,13777.5,0,Global,229.625
146,13.1,30.2,31.0,3.0,Phase_0123_Duration_Global,10545.0,0,Global,175.75
